monto,ubicacion,usuario,metodo_pago,dispositivo,direccion_ip,hora_transaccion,fraude
401.98,Cuenca,bonillaalex,paypal,tableta,181.238.247.187,13,True
54.82,Las Palmas,ciro38,tarjeta_debito,móvil,1.205.173.77,13,True
814.09,Zamora,osorioclimaco,tarjeta_debito,PC,211.75.246.252,15,True
737.74,Zamora,lumbrerasmarciano,tarjeta_debito,móvil,218.186.31.113,20,False
443.63,Guadalajara,josesoria,paypal,móvil,216.16.216.100,13,False
784.99,Valladolid,candelariomanjon,tarjeta_credito,tableta,201.124.22.131,5,True
933.78,Girona,seveatienza,paypal,móvil,55.208.214.35,3,True
793.69,Barcelona,reinaldo69,tarjeta_credito,PC,218.119.95.86,20,True
992.59,La Rioja,edgardosuarez,tarjeta_debito,tableta,7.136.5.108,16,False
481.48,Albacete,tvalentin,transferencia,móvil,94.245.99.188,9,True
215.16,Santa Cruz de Tenerife,ligia26,tarjeta_credito,tableta,207.155.199.240,4,True
40.4,Córdoba,losadajose-miguel,paypal,tableta,145.250.170.48,11,True
19.02,Vizcaya,camacholilia,tarjeta_credito,móvil,200.181.164.60,9,True
730.09,Soria,noaalberdi,tarjeta_debito,tableta,188.143.173.14,22,True
368.15,Huelva,urbano73,paypal,móvil,15.153.74.238,13,True
181.94,Navarra,vrodriguez,paypal,PC,61.39.30.170,11,False
46.94,Madrid,brigida28,tarjeta_credito,tableta,61.186.121.26,14,True
594.92,Toledo,vivianaraya,paypal,PC,69.10.45.109,20,True
318.4,Santa Cruz de Tenerife,aureliocabanas,paypal,PC,30.166.68.71,14,False
817.82,Girona,riberajulie,tarjeta_debito,tableta,160.0.3.160,3,False
835.07,Cuenca,cruz01,paypal,PC,139.220.142.228,20,True
36.74,Ourense,wespanol,transferencia,tableta,108.16.194.70,2,True
484.43,Melilla,tristanbeltran,paypal,móvil,220.230.203.19,19,False
814.06,Córdoba,palmirasanjuan,tarjeta_credito,PC,153.249.50.131,17,True
354.24,Lleida,herasatilio,transferencia,PC,116.20.56.163,17,False
270.64,Málaga,hparedes,tarjeta_credito,tableta,174.99.188.102,12,False
905.14,Santa Cruz de Tenerife,clementina09,transferencia,móvil,130.199.223.119,14,True
726.37,Ávila,pcisneros,tarjeta_debito,móvil,191.226.20.40,20,True
501.27,Sevilla,verdugomaximino,tarjeta_credito,móvil,15.58.123.95,23,False
625.34,Teruel,aguilarconsuelo,tarjeta_credito,tableta,92.125.54.248,3,False
972.74,Navarra,agarrido,paypal,tableta,85.165.165.26,5,True
77.27,Zaragoza,murciamaria-fernanda,paypal,tableta,221.5.69.102,15,True
170.34,Valladolid,elivalles,paypal,móvil,211.222.73.192,5,False
960.84,Soria,chus29,transferencia,tableta,23.222.30.122,1,True
727.43,Pontevedra,quiroschema,tarjeta_credito,PC,157.147.138.149,6,False
547.25,Teruel,murciajacinto,tarjeta_debito,móvil,210.251.164.148,7,False
212.1,Vizcaya,reneroura,transferencia,móvil,82.117.110.75,21,False
156.81,Melilla,ofelia06,transferencia,tableta,169.23.23.119,9,True
369.94,Pontevedra,rosalina22,paypal,PC,147.125.27.108,17,False
220.01,Castellón,angeles50,tarjeta_credito,móvil,113.60.36.199,17,False
515.99,Teruel,primitivo98,tarjeta_debito,móvil,208.77.1.192,23,True
785.77,Zaragoza,otaboada,paypal,PC,152.38.199.85,22,True
626.1,Valladolid,fcasares,paypal,tableta,149.90.215.236,0,True
701.9,Sevilla,rpenalver,transferencia,móvil,137.93.95.245,2,False
379.15,Badajoz,sborras,paypal,PC,131.114.255.219,15,False
35.93,Toledo,sosahector,transferencia,tableta,53.49.169.45,0,False
742.39,Álava,ursulabermudez,paypal,PC,166.43.164.87,3,False
205.66,Albacete,bernardita82,paypal,tableta,84.118.157.47,19,True
612.49,Málaga,yandres,paypal,móvil,222.125.229.152,7,True
31.2,Cádiz,otilia10,paypal,PC,166.32.20.89,20,False
782.57,La Rioja,marinamerino,paypal,PC,180.150.142.230,16,True
24.13,Madrid,aranzazu15,tarjeta_credito,móvil,186.13.250.120,16,False
12.6,Cuenca,ligia60,transferencia,PC,91.9.199.159,4,True
216.26,Lleida,monicaalmansa,tarjeta_debito,tableta,159.47.204.189,11,False
39.24,Alicante,barredaagustin,transferencia,tableta,183.104.52.61,16,True
41.31,Las Palmas,yquintana,paypal,tableta,51.155.98.27,19,False
379.67,Zamora,ylopez,tarjeta_credito,tableta,86.176.224.19,21,False
373.53,Cáceres,earagon,transferencia,PC,166.3.76.181,1,True
838.03,Las Palmas,montesiris,paypal,tableta,130.124.250.250,2,True
959.11,Sevilla,castrillomarisol,tarjeta_debito,tableta,70.173.229.123,22,True
632.08,Badajoz,becerraildefonso,paypal,tableta,209.43.130.16,7,True
594.82,Segovia,yteruel,transferencia,móvil,223.140.64.235,23,False
329.95,Valencia,robertapastor,tarjeta_debito,móvil,144.16.24.101,20,True
294.67,Asturias,wanton,transferencia,móvil,157.241.160.15,11,False
480.15,Zaragoza,emajaen,tarjeta_debito,PC,179.165.53.26,14,False
476.07,Albacete,solanoangeles,tarjeta_debito,móvil,214.199.228.85,9,True
248.48,Cantabria,benignosacristan,transferencia,tableta,212.187.92.89,5,True
29.07,Zaragoza,aroatudela,tarjeta_credito,móvil,124.145.252.132,3,True
81.09,Castellón,revillacoral,transferencia,PC,40.148.79.96,19,True
284.72,León,rosendabecerra,tarjeta_debito,tableta,216.1.81.116,9,True
108.72,Cuenca,torrehernan,paypal,móvil,101.93.249.176,22,False
146.32,Alicante,guiomar81,tarjeta_credito,tableta,32.212.2.4,3,False
627.99,Ceuta,omar15,paypal,PC,144.9.75.138,15,True
989.73,Granada,mirhector,tarjeta_debito,tableta,194.71.205.242,14,True
342.49,Barcelona,obdulia51,tarjeta_credito,PC,172.62.117.191,4,True
674.35,Ávila,quirosfelicia,tarjeta_debito,PC,1.253.47.145,19,True
107.73,León,amilcarlopez,tarjeta_debito,móvil,216.161.20.194,9,False
778.78,Navarra,amalia65,paypal,tableta,3.229.208.230,6,True
451.38,Valladolid,huria,tarjeta_debito,tableta,202.4.249.187,6,False
994.46,La Rioja,garayjuliana,paypal,PC,129.150.81.165,15,True
681.59,Málaga,inigopenalver,tarjeta_credito,móvil,202.229.82.154,22,True
739.17,Melilla,lvera,tarjeta_debito,móvil,208.201.200.112,5,False
322.18,Cádiz,folchromulo,tarjeta_debito,móvil,196.116.169.73,2,False
682.06,Huelva,uriba,paypal,tableta,49.205.178.134,15,True
276.97,Cádiz,amadopaez,tarjeta_credito,PC,204.199.241.190,20,True
419.28,Lugo,carina22,transferencia,tableta,130.251.59.54,5,True
42.09,Barcelona,jose57,paypal,móvil,8.164.160.106,2,True
76.16,La Rioja,germantejada,tarjeta_credito,tableta,214.175.189.10,23,True
416.12,Teruel,qalvarez,tarjeta_debito,PC,130.244.244.86,13,False
169.91,Madrid,echeverriawilfredo,transferencia,PC,201.146.108.85,18,True
965.44,Baleares,wavila,tarjeta_credito,móvil,51.70.223.222,23,True
307.03,Navarra,kbarragan,tarjeta_credito,móvil,204.234.141.21,15,False
294.4,Teruel,nicodemo44,tarjeta_debito,tableta,187.47.180.126,12,False
310.04,Tarragona,jordanallamas,tarjeta_credito,PC,93.50.242.12,9,True
260.16,Barcelona,iestrada,paypal,PC,143.241.96.36,7,False
271.02,Alicante,varelanicolasa,tarjeta_credito,PC,161.185.180.28,22,True
91.75,Burgos,estefaniarossello,paypal,tableta,197.246.70.85,14,True
46.02,Las Palmas,curro47,paypal,móvil,82.133.74.60,13,True
941.11,Cuenca,tcastilla,tarjeta_credito,PC,200.172.244.13,2,False
637.24,Albacete,rvallejo,tarjeta_credito,PC,14.115.51.247,19,True
481.23,Huelva,fiolmatias,transferencia,tableta,75.85.223.21,15,False
708.66,Ceuta,poncekike,tarjeta_credito,PC,159.238.113.167,16,True
647.41,Cuenca,blanchnadia,transferencia,móvil,107.128.51.31,2,False
876.39,Palencia,rosellonoelia,tarjeta_credito,móvil,212.194.147.152,10,False
857.78,Navarra,vinastito,paypal,tableta,49.85.16.226,14,False
148.16,Lugo,cristianquerol,tarjeta_credito,tableta,195.165.85.232,20,False
897.62,León,leandrazabaleta,tarjeta_debito,PC,2.245.167.13,23,False
358.02,Zamora,monteroisidora,tarjeta_debito,móvil,58.253.31.221,7,True
876.82,Salamanca,ecamacho,transferencia,móvil,143.46.62.87,13,True
810.89,Ávila,crosello,transferencia,PC,134.57.106.27,12,True
588.35,Alicante,tbenavides,tarjeta_debito,tableta,119.68.100.157,20,True
983.58,Zaragoza,benitezlisandro,tarjeta_debito,tableta,11.139.193.199,4,True
941.9,Albacete,opalacio,tarjeta_credito,PC,172.176.106.86,17,False
631.72,Salamanca,torrenttiburcio,paypal,PC,53.206.86.156,11,True
391.69,Cantabria,oscar68,paypal,PC,129.90.48.105,0,True
5.27,Albacete,imanso,tarjeta_debito,tableta,193.113.202.173,9,True
129.06,Tarragona,sanjuanabilio,paypal,tableta,104.90.148.238,15,False
362.59,Guadalajara,nico81,tarjeta_credito,PC,205.88.143.23,3,False
520.54,Palencia,coellobenjamin,paypal,tableta,202.36.119.122,7,True
600.37,Huesca,amorosteo,paypal,PC,151.129.29.211,19,False
803.22,Lugo,vcastells,paypal,móvil,131.140.8.72,8,False
434.74,Albacete,loreto77,tarjeta_credito,móvil,137.190.20.184,1,True
174.1,Pontevedra,bpatino,paypal,tableta,45.77.151.118,15,False
864.45,Lleida,iespinosa,tarjeta_debito,móvil,196.75.110.103,17,False
80.75,Navarra,nlamas,paypal,PC,77.172.131.171,19,False
776.92,Valladolid,fabiola66,tarjeta_credito,móvil,166.101.70.85,18,False
13.3,Ourense,ucalvo,tarjeta_debito,tableta,27.4.53.234,20,True
12.63,León,crodriguez,paypal,móvil,209.145.232.48,3,True
627.34,Alicante,ruanogenoveva,tarjeta_credito,PC,220.101.190.161,13,False
424.73,Cuenca,donosoeli,transferencia,tableta,182.32.25.152,12,False
135.16,Asturias,fcruz,tarjeta_debito,móvil,181.84.156.200,22,False
439.16,León,fabiolabanos,transferencia,PC,219.32.38.14,19,True
5.51,Cantabria,lasareinaldo,transferencia,PC,31.89.9.108,3,False
473.67,Girona,inigovega,paypal,móvil,125.100.243.37,11,True
741.72,Girona,domingamarin,transferencia,tableta,186.62.109.148,1,False
456.78,Las Palmas,baudeliogrande,tarjeta_debito,PC,40.93.80.49,22,False
667.76,Navarra,lsola,transferencia,PC,212.119.194.142,11,False
106.55,Cáceres,salinaspaco,tarjeta_debito,PC,149.224.109.221,0,False
848.13,Cáceres,clotilde20,paypal,tableta,17.116.232.180,21,True
742.87,Castellón,esteban09,tarjeta_debito,tableta,216.193.119.140,16,False
489.29,Santa Cruz de Tenerife,pponce,tarjeta_credito,móvil,63.162.1.132,21,True
867.38,Murcia,franchencarnita,tarjeta_credito,móvil,108.41.123.161,22,True
924.41,Guipúzcoa,kroda,paypal,tableta,76.234.18.239,20,False
338.05,Castellón,elba39,paypal,tableta,209.248.45.138,13,False
671.04,Zamora,norbertosaez,tarjeta_debito,tableta,99.112.0.144,5,True
790.48,Albacete,herreramaximo,paypal,tableta,130.71.159.95,9,False
444.63,Barcelona,gabrielsegarra,tarjeta_debito,móvil,152.247.146.172,8,False
341.33,Navarra,armandocarvajal,transferencia,PC,219.226.199.148,10,True
972.0,Ávila,hipolitoporcel,tarjeta_debito,tableta,73.135.55.149,9,False
552.52,Ourense,calatayudlorena,tarjeta_credito,móvil,46.8.40.243,21,False
6.78,Córdoba,icortes,tarjeta_credito,móvil,138.28.203.192,10,False
96.24,Sevilla,gcazorla,paypal,PC,195.158.70.68,9,False
804.9,La Coruña,rtolosa,paypal,móvil,38.61.23.163,19,False
214.52,Málaga,teofiladonoso,transferencia,PC,207.19.75.97,0,False
254.77,Badajoz,pastorabilio,tarjeta_debito,PC,130.124.28.26,16,True
718.71,Ceuta,urbanopomares,tarjeta_debito,tableta,176.205.4.178,5,True
950.72,Almería,bpinedo,transferencia,PC,207.85.141.43,2,True
903.58,Melilla,eleuteriollanos,transferencia,PC,202.165.193.142,5,True
477.51,León,aponce,transferencia,PC,152.101.73.14,19,False
199.85,Las Palmas,blazquezmodesta,paypal,PC,163.126.84.109,4,False
91.73,Barcelona,loidavilla,tarjeta_credito,tableta,211.127.108.86,2,False
870.89,Valencia,marianoespejo,transferencia,PC,164.189.10.74,3,False
164.27,Santa Cruz de Tenerife,felicianaalvaro,transferencia,PC,154.8.151.83,15,True
712.51,Ciudad,bayobelen,transferencia,móvil,73.101.174.171,15,False
783.79,Salamanca,eric67,tarjeta_credito,móvil,134.191.9.168,19,True
723.25,Vizcaya,armandoneira,tarjeta_debito,móvil,161.145.78.133,13,True
762.64,Álava,pontvera,paypal,tableta,157.109.198.91,10,False
206.91,Palencia,pcano,tarjeta_debito,móvil,103.108.62.24,11,False
281.11,Granada,andres-felipebernal,tarjeta_credito,PC,27.164.58.65,8,False
197.34,Sevilla,neiraismael,tarjeta_credito,tableta,203.80.110.124,0,True
820.52,Cuenca,elianamenendez,transferencia,tableta,52.22.146.1,6,True
91.86,Ciudad,cosmesolera,paypal,PC,131.120.185.65,17,False
132.58,Málaga,dperera,transferencia,tableta,124.165.177.215,11,False
619.51,Asturias,jose91,tarjeta_credito,tableta,181.198.222.191,5,True
24.13,Badajoz,coronamorell,paypal,PC,77.237.244.38,19,False
958.57,Toledo,cuestaoctavia,tarjeta_debito,PC,23.184.179.232,11,True
5.0,Lugo,noeliavillalobos,paypal,tableta,24.217.35.62,3,False
740.96,Ceuta,bartolomealarcon,transferencia,tableta,204.176.237.138,3,True
27.96,Teruel,tejeraoctavio,paypal,tableta,20.226.239.164,5,False
751.54,Badajoz,angelgraciela,transferencia,PC,32.214.207.49,8,False
799.22,Albacete,martiriobaron,tarjeta_credito,tableta,145.163.82.125,23,True
599.72,Ourense,renato19,tarjeta_debito,PC,149.0.204.155,11,True
224.62,Segovia,lupeanglada,tarjeta_credito,tableta,201.163.122.10,8,False
668.86,Navarra,elianaroig,tarjeta_debito,PC,203.19.133.135,11,True
193.99,Pontevedra,sara70,tarjeta_credito,móvil,59.74.165.92,18,False
310.37,Castellón,llanoscalisto,transferencia,PC,210.115.58.20,20,False
522.45,Teruel,hector75,transferencia,móvil,211.206.218.139,7,True
946.91,Asturias,gil19,paypal,tableta,123.137.58.55,21,True
306.81,Palencia,walterechevarria,tarjeta_debito,móvil,212.73.121.112,12,False
401.55,Tarragona,hpareja,transferencia,PC,53.225.174.83,17,True
785.57,Teruel,ruedabienvenida,tarjeta_debito,móvil,211.254.79.112,17,False
934.98,Badajoz,lolaolmo,paypal,tableta,179.187.78.8,17,False
892.06,Huesca,gabriela17,transferencia,PC,140.107.113.180,15,True
61.08,Toledo,horaciocapdevila,tarjeta_debito,móvil,116.24.219.87,10,False
18.33,Badajoz,fermin07,tarjeta_debito,PC,206.18.20.105,21,True
34.15,Huesca,itziar46,tarjeta_credito,tableta,170.104.204.109,9,False
28.62,Las Palmas,nherrera,tarjeta_credito,móvil,206.156.23.227,7,False
996.35,Ceuta,lazaroparejo,transferencia,tableta,93.87.247.139,15,False
890.69,La Rioja,manunavarro,tarjeta_credito,PC,223.184.62.26,11,False
471.18,Cáceres,nazaret88,paypal,móvil,96.92.150.67,10,True
623.21,Navarra,walmagro,tarjeta_debito,PC,13.122.47.69,11,False
34.58,Segovia,lmonreal,paypal,tableta,216.41.164.62,11,False
446.67,Santa Cruz de Tenerife,nataliocarrillo,transferencia,móvil,54.183.103.139,3,False
865.62,Ciudad,yprat,tarjeta_debito,PC,169.184.24.33,16,True
321.16,Salamanca,rebecamendez,transferencia,tableta,81.111.71.187,16,True
247.58,Salamanca,mcatalan,tarjeta_credito,tableta,178.239.173.143,1,True
872.16,Lleida,zoraida39,tarjeta_debito,móvil,115.109.75.89,5,True
769.73,Granada,rserna,tarjeta_credito,tableta,85.18.49.10,15,True
254.88,Zaragoza,zaida80,tarjeta_credito,PC,104.32.84.220,17,True
412.65,Guipúzcoa,cyanez,tarjeta_debito,móvil,38.191.9.40,9,True
800.8,Cádiz,rbarcelo,tarjeta_debito,PC,146.217.244.188,18,False
431.21,Ciudad,colomimelda,paypal,PC,171.84.127.159,15,False
328.13,Girona,alemaneliseo,transferencia,tableta,147.24.221.201,21,False
123.77,Palencia,rosarioleon,tarjeta_debito,PC,146.209.130.78,0,True
27.6,Jaén,tatiana82,transferencia,PC,166.118.172.177,16,True
847.71,Burgos,ilarranaga,transferencia,PC,1.119.239.59,0,True
527.63,Cádiz,haramburu,tarjeta_debito,móvil,216.75.120.231,19,False
357.82,Jaén,gomilacelestino,tarjeta_credito,PC,219.22.50.244,12,False
691.33,Ceuta,wzabala,transferencia,PC,192.127.198.110,8,True
471.41,Las Palmas,yaizatome,transferencia,móvil,76.194.137.55,15,True
480.07,Álava,josuealcalde,transferencia,móvil,85.42.227.249,3,True
770.42,Santa Cruz de Tenerife,marisolgalvez,paypal,móvil,148.68.141.60,10,True
142.51,Murcia,apavon,paypal,tableta,108.161.153.250,15,False
904.1,La Coruña,ambarugarte,paypal,móvil,165.39.136.177,6,True
40.86,Badajoz,juantimoteo,transferencia,móvil,129.217.175.126,22,False
147.46,Barcelona,blanca96,paypal,tableta,78.24.213.116,14,True
647.6,Granada,puentejulieta,tarjeta_debito,tableta,196.229.65.184,23,False
291.93,Burgos,fbarbero,tarjeta_credito,móvil,77.159.71.70,17,True
221.47,Vizcaya,fmascaro,tarjeta_debito,móvil,220.114.133.68,9,True
480.12,Huelva,demetriomenendez,tarjeta_credito,móvil,140.230.169.184,18,True
64.07,Sevilla,adelinavillegas,transferencia,tableta,129.42.72.82,11,True
986.51,Huelva,saraespinosa,transferencia,tableta,26.38.191.177,22,False
76.56,Soria,garaylope,tarjeta_credito,tableta,72.51.45.65,6,True
490.87,Córdoba,marcmorell,tarjeta_debito,tableta,166.178.145.219,20,False
189.13,Valencia,mariajuan,tarjeta_debito,tableta,192.176.55.25,4,True
799.05,Ourense,azucena28,tarjeta_credito,móvil,164.88.198.204,20,False
657.49,León,figueroamargarita,paypal,PC,214.235.240.156,6,False
271.96,Ávila,francisco-joseleon,transferencia,móvil,213.74.118.36,11,True
648.88,Lugo,luciana87,paypal,PC,200.36.151.239,16,True
863.08,Guadalajara,amaroviana,paypal,PC,173.93.84.167,7,True
495.98,Segovia,che23,tarjeta_credito,tableta,153.110.202.153,4,True
596.77,Baleares,hllado,transferencia,móvil,119.106.229.140,3,True
711.15,Ceuta,claudiavila,tarjeta_debito,PC,78.25.1.118,6,False
917.14,Cádiz,igaray,paypal,tableta,134.243.234.24,13,False
520.64,Navarra,caparrosvalentin,tarjeta_credito,móvil,110.253.241.165,7,True
831.92,Albacete,gloriamarcos,transferencia,tableta,106.209.81.78,21,True
512.98,Salamanca,tomas81,tarjeta_credito,tableta,169.86.81.143,21,False
762.29,Ourense,qsales,paypal,móvil,214.5.76.238,18,True
962.92,León,emperatriz96,paypal,PC,205.58.204.120,22,False
283.18,Las Palmas,salamancacornelio,tarjeta_debito,tableta,216.184.254.198,12,False
832.29,Las Palmas,maria-belen55,tarjeta_debito,móvil,72.253.6.50,9,False
74.0,Jaén,ericnino,tarjeta_debito,tableta,80.95.187.54,11,True
440.25,Granada,pazmaza,transferencia,tableta,163.71.231.49,5,True
481.13,Ourense,barojulio,transferencia,móvil,155.187.77.11,21,False
47.85,Cuenca,aramburucarolina,tarjeta_debito,PC,145.189.37.42,11,False
466.57,Ceuta,canellasteobaldo,tarjeta_debito,PC,213.59.122.222,21,True
50.35,Toledo,cmorell,transferencia,PC,170.182.166.135,21,True
810.33,La Rioja,pros,tarjeta_credito,PC,30.151.224.254,8,False
862.88,Lleida,eulaliatapia,transferencia,tableta,137.26.10.42,12,False
355.23,Melilla,balduino56,transferencia,tableta,142.7.140.223,8,True
175.29,Soria,curro92,tarjeta_credito,tableta,32.106.133.145,2,True
698.35,La Coruña,nblanch,paypal,móvil,159.17.52.24,9,False
565.32,Córdoba,carmelapozo,transferencia,móvil,47.91.170.183,8,False
35.73,Cantabria,florfabiana,paypal,PC,165.3.24.238,1,False
891.06,Cuenca,teodora07,transferencia,móvil,110.203.37.21,4,False
206.38,Zamora,nconesa,paypal,móvil,207.203.182.47,0,True
993.63,Huesca,dluz,tarjeta_debito,tableta,95.67.91.202,4,False
572.57,Girona,moises26,tarjeta_debito,PC,57.229.79.2,16,True
929.66,Burgos,nexposito,tarjeta_credito,tableta,160.51.22.7,3,False
893.49,Burgos,trinidadbustamante,tarjeta_credito,PC,99.53.220.147,16,True
914.8,Málaga,eutimio83,transferencia,tableta,220.244.64.146,8,False
64.2,Alicante,marinorosenda,paypal,móvil,166.254.89.120,7,False
736.86,Guadalajara,segismundo86,tarjeta_credito,tableta,147.49.79.239,17,True
262.36,Granada,ppellicer,tarjeta_debito,PC,191.2.185.71,15,False
148.81,Madrid,alara,tarjeta_credito,tableta,201.75.151.128,22,False
967.7,Ourense,kayuso,tarjeta_credito,móvil,115.252.41.43,21,False
828.52,Álava,kblanch,transferencia,móvil,147.126.97.206,2,False
557.13,Navarra,amada84,tarjeta_debito,tableta,205.68.15.134,2,True
267.42,León,elianaavila,paypal,PC,176.238.204.127,6,True
892.77,Castellón,sanchoeli,transferencia,tableta,8.21.79.112,20,True
734.4,Santa Cruz de Tenerife,nidia96,paypal,PC,203.209.162.30,18,True
264.61,Guipúzcoa,xolmedo,tarjeta_debito,móvil,111.86.89.34,19,True
763.8,Asturias,qmontes,tarjeta_debito,tableta,91.6.3.178,8,True
599.01,Córdoba,arnaueladio,paypal,tableta,179.69.208.84,3,False
748.4,Las Palmas,apuerta,tarjeta_debito,PC,81.97.116.139,5,True
940.16,Málaga,fusterdionisia,paypal,tableta,204.192.33.239,8,True
701.05,Ceuta,campoymaximo,tarjeta_debito,tableta,212.154.241.174,21,False
844.57,Ciudad,bibiana87,tarjeta_debito,tableta,222.188.87.235,15,True
622.05,Girona,cuellarnazario,tarjeta_debito,PC,158.77.91.107,1,True
353.94,Soria,maximomarmol,tarjeta_credito,PC,52.52.219.191,12,False
203.74,Castellón,payuso,paypal,tableta,48.63.0.145,18,True
604.73,Madrid,fernandoblanes,transferencia,tableta,218.153.134.138,14,True
585.71,Ourense,paularojas,tarjeta_debito,tableta,147.47.81.214,15,False
40.23,Murcia,qgrau,tarjeta_debito,móvil,120.228.94.80,11,True
466.62,Cuenca,tmiranda,tarjeta_debito,tableta,15.193.145.189,5,True
264.78,Ourense,ochoacoral,transferencia,PC,84.23.230.250,12,False
786.26,Ciudad,hidalgotristan,tarjeta_debito,tableta,24.116.99.92,19,False
